STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
2976|SUJAN GANGA, BHARATPUR, RAJASTHAN|RAJASTHAN|27|30|7.8|8.5|4800|5500|-|-|4.72|8.2|240|240|460|460|2970|4148|1|1.2|-|-
2986|TUBE WELL OF GIRDHARI LAL,BHITUJA, RAJASTHAN|RAJASTHAN|27|27|7.7|7.7|4900|4900|-|-|2.2|2.2|4|4|9|9|3788|3788|0.9|0.9|-|-
4761|TUBE WELL OF M/S BALOTRA WATER POLLUTION CONTROL AND RESEARCH FOUNDATION TRUST (CETP) KHED ROAD,BALOTRA|RAJASTHAN|25|27|7.7|8.2|19000|29000|-|-|3.16|4.4|14|14|20|28|13688|21902|1|1.2|-|-
4794|TUBEWELL OF HARIPRASADPANNALAL, BADA TALAB, VILL- NANI, TEHSIL|RAJASTHAN|24|26|8|8.1|850|1430|-|-|1.8|5.48|9|9|14|14|626|1032|0.7|1|-|-
2974|VILLAGE AGYARA, TEHSIL-RAMGARH, ALWAR, RAJASTHAN|RAJASTHAN|29|30|7.1|7.7|2060|2400|-|-|1.2|2.2|9|20|23|28|1341|1784|0.8|1.2|-|-
2975|VILLAGE BAGER MEO, TEHSIL-RAMGARH, ALWAR, RAJASTHAN|RAJASTHAN|29|30|7.1|7.6|2120|2600|-|-|1.9|2.46|7|11|21|28|1374|1882|0.5|0.7|-|-
2017|VILLAGE VINAYAKIA, JODHPUR(BADRI KUMHAR)|RAJASTHAN|26|26|7.2|8.1|2000|2750|-|-|2.8|3.4|4|7|4|11|1516|1786|1|1|-|-
2018|VILLAGE VINAYAKIA, JODHPUR(HUKUM SINGH RATHORE)|RAJASTHAN|25|26|7.5|7.6|7200|10600|-|-|3.68|4.12|4|9|7|21|5388|6890|0.9|1.1|-|-
2964|WELL AT INDIA PUBLIC SCHOOL,MANPUR MACHERI, JAIPUR, RAJASTHAN|RAJASTHAN|26|30|7.8|7.8|1640|2650|-|-|3.1|4.4|3|9|4|14|1248|1719|0.8|1|-|-
1710|WELL AT VILLAGE ALUPUR, VERYNEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN|RAJASTHAN|28|31|7.4|8.1|1260|1863|-|-|1.02|2.1|75|150|150|1100|978|1211|0.6|0.7|-|-
1713|WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADIINDUSTRIAL AREA, BHIWADI, RAJASTHAN|RAJASTHAN|29|30|7.1|7.9|870|1206|-|-|2.96|4.12|39|75|64|150|678|783|0.4|0.4|-|-
2960|WELL INFRONT OF SINGHANAPOLICE STATION, SINGHANA, JHUNJHUNU, RAJASTHAN|RAJASTHAN|24|24|7.6|7.8|5100|5700|-|-|2.6|6.2|9|14|21|23|3738|4138|1|1.1|-|-
1708|WELL KOTHI IN VILLAGE BAGARRAJPUT, ALWAR, RAJASTHAN|RAJASTHAN|29|29|7.2|7.4|660|1874|-|-|0.5|1.54|7|7|14|21|538|1218|0.6|0.6|-|-
2991|WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR,RAJASTHAN|RAJASTHAN|25|27|7.5|7.8|7800|12200|-|-|5.36|6.14|2|3|3|4|6068|8864|0.4|0.6|-|-
2982|WELL OF BIRMA RAM PATEL,SALAWAS, JODHPUR, RAJASTHAN|RAJASTHAN|25|26|7.8|8.2|18000|22900|-|-|4.12|5.24|3|9|9|14|14412|14880|1.2|1.3|-|-
2993|WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI,BALOTRA, RAJASTHAN|RAJASTHAN|25|27|8.2|8.4|3600|3700|-|-|3.08|4.56|7|14|20|21|2616|2738|1|1.1|-|-
2985|WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR,RAJASTHAN|RAJASTHAN|25|26|7.2|7.7|12900|14730|-|-|3.2|5.1|4|7|7|11|9570|9724|0.8|1|-|-
1724|WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANERJAIPUR, RAJASTHAN|RAJASTHAN|28|28|8.2|8.4|450|588|-|-|1.84|2.1|14|21|28|28|336|382|0.8|1|-|-
1415|WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN),RAJASTHAN|RAJASTHAN|21.6|23|7.4|8.3|9000|16520|-|-|3.1|6.28|39|75|75|150|6726|10740|1.1|1.1|-|-
2988|WELL OF PEMA RAM MALI,BHITUJA, RAJASTHAN|RAJASTHAN|25|27|7.8|7.8|6100|8100|-|-|3.04|3.15|4|4|9|11|4616|5916|0.4|0.6|-|-
2977|WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA,JODHPUR, RAJASTHAN|RAJASTHAN|26|26|7.6|8.1|19000|23100|-|-|3.14|4.92|7|7|11|14|15015|15198|1.1|1.2|-|-
2963|WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI,JAIPUR, RAJASTHAN|RAJASTHAN|26|30|7.8|7.9|2500|4460|-|-|4.12|6.08|3|14|3|21|1884|3230|0.9|1|-|-
2961|WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI,JAIPUR, RAJASTHAN|RAJASTHAN|26|29|7.4|8.2|700|926|-|-|1.34|2.28|4|14|9|20|512|601|0.6|0.8|-|-
2962|WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI,JAIPUR, RAJASTHAN|RAJASTHAN|20|26|7.7|8.3|640|900|-|-|2.46|4.56|3|7|3|14|484|585|0.5|0.7|-|-
4789|WELL OF SHRI BHAGARAM BHATIA, SALAWAS-JODHPURROAD, SALAWAS, JODHPUR|RAJASTHAN|25|26|7.6|8.2|5200|8320|-|-|4.12|4.92|4|7|7|20|3816|5400|1.1|1.2|-|-
4787|WELL OF SHRI DALARAM, AHEERKHERA, JODHPUR|RAJASTHAN|25|26|6.9|7.5|4800|6120|-|-|3.07|3.52|2|3|7|11|3414|3970|1.1|1.2|-|-
4786|WELL OF SHRI DEVARAM, HEERKHERA, JODHPUR|RAJASTHAN|26|26|7.1|7.7|9500|12150|-|-|2.62|4.12|2|9|4|20|7164|7890|0.9|1.1|-|-
4784|WELL OF SHRI HAZARI SINGHGEHLOT, NEAR PATWAR BHAWAN, SALAWAS JODHPUR|RAJASTHAN|26|26|7.1|7.9|2900|6880|-|-|2.46|3.16|4|9|7|14|2122|4470|1|1.2|-|-
4788|WELL OF SHRI MAGARAM,NANDWAN, JODHPUR|RAJASTHAN|26|26.5|6.9|7.5|10310|16000|-|-|4.4|5.48|4|4|7|11|6700|12248|1.1|1.3|-|-
4785|WELL OF SHRI TILARAM,NANDWAN, JODHPUR|RAJASTHAN|26|26|6.8|8.6|4800|6910|-|-|3.07|4.12|7|11|14|20|3648|4490|1|1.1|-|-
4818|ALWARTHIRUNAGARI Ã‚Â– VETERINARY DISPENSARY, WEST CAR STREET NEAR OVER HEADTANK OF BORE WELL|TAMIL NADU|29|29|7.2|7.5|135|348|1|2|0.3|0.3|2|11|14|34|84|210|0.2|0.2|0.001|0.001
4816|AUTHOR Ã‚Â– MUKKANI AGRAGARAM STREET INFRONTOF THIRU N. SAMUTHRAPANDI HOUSE BORE WELL|TAMIL NADU|26|26|8|8|749|1040|2|2.5|0.3|6.4|2|8|7|26|452|730|0.2|0.2|0.001|0.001
4912|BORE WELL AT VANNIARVALASU VILLAGE, NEAR ELEMENTARY SCHOOL, THOPPAMPATTI PANCHAYAT UNION, PALANITALUK, DINDIGUL DIST|TAMIL NADU|36|36|6.7|6.7|1909|1909|1|1|0.3|0.3|2|2|8|8|1212|1212|0.9|0.9|0.001|0.001
4811|BOREWELL LOCATED AT M/S. PHOENIX TEXTILE PROCESSORS,VENDIPALAYAM, ERODE|TAMIL NADU|29|31|6.5|7.3|3890|4440|1|1|0.3|0.31|2|2|4|6|2512|2912|0.2|0.9|0.001|0.001
4821|BOREWELL NEAR KAMBARASAMPETTAI INTAKEWELL (TRICHY UPSTREAM)|TAMIL NADU|27|30|7.3|7.5|649|872|1|2.5|0.3|0.41|2|2|8|45|416|552|0.2|0.5|0.001|0.001
4822|BOREWELL NEAR THOGUR INTAKE WELL (TRICHYDOWNSTREAM)|TAMIL NADU|24|28|6.9|7.2|749|806|1|2.6|0.3|0.33|2|230|6|700|472|516|0.2|0.8|0.001|0.001
4817|ERAL Ã‚Â– CHARMAMARUNACHALA SWAMY TEMPLE WEST OF BORE WELL|TAMIL NADU|28|28|8.4|8.4|320|320|1|1|0.3|0.3|2|2|5|5|198|198|0.2|0.2|0.001|0.001
4814|HOUSE OF THIRU MURUGAN, S/O. ESAKKI, NO.16B, MEENAKSHIPURAM, ANNANAGAR, TIRUNELVELI|TAMIL NADU|29|29|7.3|7.3|796|796|2.3|2.3|0.41|0.41|2|2|2|2|502|502|0.2|0.2|0.001|0.001
4907|KOMBUPALLAM,SATHYAMANGALAM|TAMIL NADU|31|31|6.7|6.7|199|199|2|2|0.3|0.3|21|21|63|63|144|144|0.8|0.8|0.001|0.001
4825|M. KALIAPPAN,SANGILIMUNIYAPPAN KOVIL, ERIKKADU, METTUR|TAMIL NADU|27|30|6.9|7|1692|1929|1|1|0.3|0.3|2|51|4|63|1072|1268|0.2|0.2|0.001|0.001
4815|MUNICIPAL CORPORATION BORE WELL LOCATED IN PERUMALPURAM STREET, NARANAMMALPURAM,TIRUNELVELI|TAMIL NADU|30|30|7.5|7.5|766|766|2.3|2.3|1.74|1.74|2|2|2|2|466|466|0.2|0.2|0.001|0.001
4824|PARAMASIVAM WATER SERVICE STATION, BLOCK NO.13 BSNL EXCHANGE OPPOSITE, METTURDAM Ã‚Â– 636 402.|TAMIL NADU|27|29|6.3|6.9|1843|1886|1|1|0.3|0.3|4|33|9|79|1204|1804|0.2|0.2|0.001|0.001
4826|SAKTHI NAGAR, NEAR MUNICIPALITY SEWAGETREATMENT PLANT, KOMPURANKADU, METTUR|TAMIL NADU|26|30|7.1|7.2|417|1110|1|1|0.3|0.3|2|4|2|14|276|712|0.2|0.2|0.001|0.001
4819|SRIVAIKUNDAM Ã‚Â– BLOCKDEVELOPMENT OFFICE Ã‚Â– OPEN WELL|TAMIL NADU|29|29|7.2|7.4|1594|1774|1|3|0.3|0.3|2|2|2|6|990|1066|0.2|0.2|0.001|0.001
4820|SRIVAIKUNDAM Ã‚Â– TNEB SUB STATION 33 KVA OPPOSITE TOTIRUNELVELI MAIN ROAD OPEN WELL|TAMIL NADU|29|29|7.4|8.1|142|365|1|2|0.3|0.3|2|2|2|4|86|224|0.2|0.2|0.001|0.001
4810|SURIYAMPALAYAM BOREWELL (HAND PUMP) OWNED BY ERODE CORPORATION LOATED OPPOSITE TO M/S. PIONEER PROCESSING INDIA PVT. LTD., BHAVANI MAIN ROAD, R.N.PUDUR POST, ERODE|TAMIL NADU|31|34|6.7|7.3|587|2540|1|2|0.3|0.3|2|21|9|46|388|1656|0.2|0.9|0.001|0.001
4909|THALAVAIPETTAI, BHAVANI|TAMIL NADU|31|31|6.8|6.8|378|378|1|1|0.3|0.3|33|33|110|110|252|252|0.5|0.5|0.001|0.001
32|WELL AT MUSIRI, TAMIL NADU|TAMIL NADU|25|31|7|7.8|545|1358|2|3|0.3|0.9|2|43|91|94|328|902|0.2|0.2|-|-
4280|B,W AT IDS RAMPUR,HANAMKONDA, WARANGAL|TELANGANA|28|28|7.4|7.4|7040|7040|-|-|22.8|22.8|2|2|2|2|4435|4435|1.5|1.5|-|-
1525|B/W - IDA , NEAR CHAITANYA CHLORIDES , PASHAMAYLAM ,MEDAK DIST.|TELANGANA|25|25|6.8|7.4|3420|3560|-|-|21|24|-|-|-|-|1946|2142|0.4|0.4|0.01|0.01
1794|B/W - MANAKONDUR (V) , KARIMNAGAR DIST.|TELANGANA|28|31|7.8|7.9|1125|1285|-|-|12.4|13.9|2|2|98|120|712|772|0.9|1|-|-
1810|B/W - SRI RAMNAGAR COLONY,SHAKKAR NAGAR, BODHAN, NIZAMABAD DIST.|TELANGANA|25|25|6.9|7.4|2198|2337|-|-|19|22|-|-|-|-|1160|1389|0.4|0.4|0.01|0.01
3094|B/W AT AKBARNAGAR,RAMAGUNDAM, KARIMNAGAR|TELANGANA|29|29|8.2|8.3|1084|1131|-|-|0.3|2.4|2|2|2|2|610|729|0.9|0.9|-|-
4278|B/W AT AUROBINDO, HATNUR,SANGAREDDY|TELANGANA|25|25|6.8|6.9|1040|1376|-|-|14|15|-|-|-|-|609|804|0.4|0.4|0.01|0.01
4265|B/W AT GRAM PANCHAYATHOFFICE, DOTHIGUDAM|TELANGANA|22|22|6.9|7.5|1072|1957|-|-|10|10|-|-|-|-|635|1126|0.3|0.6|0.01|0.01
3088|B/W AT J.NARASIMHA RAOÃ‚Â’S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE, KOTHAGUDEM,KHAMMAM|TELANGANA|30|30.2|6.7|8|1355|1469|-|-|0.3|4.6|2|2|2|2|868|944|0.6|0.6|-|-
4277|B/W AT ZPHS SULTHANPUR|TELANGANA|25|25|6.6|7.2|3268|3765|-|-|25|26|-|-|-|-|1810|2209|0.4|0.5|0.01|0.01
4282|B/W NEAR AARLA BAVI (AGRICULTURAL FIELD),POCHAMPALLY MANDAL|TELANGANA|22|22|6.7|7.5|1408|1694|-|-|12|15|-|-|-|-|712|952|0.2|0.3|0.01|0.01
4286|B/W NEAR ANKIREDDIGUDAM VILLAGE (AGRUCULTURAL FIELD)CHOUTUPPAL MANDAL|TELANGANA|21|21|6.9|7.5|1849|2189|-|-|17|19|-|-|-|-|1137|1228|0.3|0.4|0.01|0.01
4281|B/W NEAR BHIMANPALLI VILLAGE (OPEN LAND )POCHAMPALLY MANDAL|TELANGANA|21|21|6.7|7.4|2364|2736|-|-|21|24|-|-|-|-|1375|1475|0.2|0.3|0.01|0.01
1792|B/W -NEAR CKM COLLEGE ,ENUMAMULA (V) , WARANGAL DIST.|TELANGANA|30|30|8.7|8.7|1106|1106|-|-|6.2|6.2|2|2|2|2|667|667|0.7|0.7|-|-
4283|B/W NEAR DANTUR (OPENLAND), POCHAMPALLY MANDAL|TELANGANA|21|21|7.1|7.5|3193|3720|-|-|25|25|-|-|-|-|1768|2137|0.2|0.3|0.01|0.01
4287|B/W NEAR LINGAREDDYGUDAM VILLAGE (BESIDE CHOUTUPPAL- VALIGONDA ROAD)CHOUTUPPAL MANDAL|TELANGANA|22|22|6.9|7.2|1592|1813|-|-|12|13|-|-|-|-|981|1024|0.3|0.3|0.01|0.01
4279|B/W NEAR M/S ARCH PHARMA, GUNDLA MACHANUR,SANGAREDDY|TELANGANA|25|25|6.5|6.6|965|1236|-|-|15|20|-|-|-|-|578|810|0.5|0.5|0.01|0.01
4284|B/W NEAR MALKAPUR LAKE, MALKAPUR VILLAGE (AGRICULTURAL FIELD)CHOUTUPPA; MANDAL|TELANGANA|21|21|6.9|7.4|1446|1918|-|-|12|15|-|-|-|-|810|1075|0.3|0.3|0.01|0.01
4288|B/W NEAR NAGARAM CHERUVU, DEVALAMMANAGARAM VILLAGE|TELANGANA|21|21|7.2|7.4|839|1298|-|-|7|11|-|-|-|-|487|727|0.2|0.3|0.01|0.01
4285|B/W NEAR PEDDAKONDURVILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL|TELANGANA|22|22|6.7|7.4|1758|1894|-|-|11|12|-|-|-|-|1064|1080|0.3|0.4|0.01|0.01
4289|B/W NEAR PITTAM PALLE VILLAGE (OPEN LAND BESIDE VILLAGE ROAD) CHITYALMANDAL|TELANGANA|22|22|6.4|6.8|1345|1553|-|-|8|11|-|-|-|-|759|862|0.4|0.5|0.01|0.01
4290|B/W NEAR PITTAM PEDDAKAPARTHI VIKKAGE (OPEN LAND BESIDE VILLAGEROAD) CHITYAL MANDAL|TELANGANA|21|21|6.8|6.8|1020|1376|-|-|6|8|-|-|-|-|579|790|0.4|0.5|0.01|0.01
1791|B/W. - EAST OF SAICHERUVU , PAIDIPALLY (V), WARANGALDIST.|TELANGANA|29|29|7.8|7.8|2708|2708|-|-|10.8|10.8|2|2|2|2|1706|1706|0.8|0.8|-|-
1515|B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST.|TELANGANA|29|30.4|8.3|8.4|1564|1879|-|-|17|22.4|2|2|2|2|869|1129|0.8|0.9|-|-
1795|B/W. - PANCHAYAT OFFICE , ,BOLLARAM (V) MEDAK DIST.|TELANGANA|25|25|6.8|7.3|2310|2410|-|-|11|13|-|-|-|-|1370|1392|0.2|0.3|0.01|0.01
1811|B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR(M), NALGONDA DIST.|TELANGANA|19|20|7|7.4|1392|1603|-|-|7|10|-|-|-|-|761|945|0.3|0.3|0.01|0.01
4260|BORE WELL NEAR MSW DUMPYARD, MEDAK TOWN MEDAK DISTRICT|TELANGANA|29|33|6.6|7|905|1195|-|-|6|7|-|-|-|-|508|684|0.3|0.3|0.01|0.01
4264|BORE WELL WATER POINT AT ZP GIRLS HIGH SCHOOL BHUDAM POCHAMPALLY (V & M)YADADRI DISTRICT|TELANGANA|24|24|6.8|7.5|1768|1971|-|-|19|20|-|-|-|-|981|1139|0.5|0.6|0.01|0.01
4271|BOREWELL LOCATED ATGOVERNMENT PRIMARY|TELANGANA|29|29|7.8|8|1561|1599|-|-|21.5|22.8|2|2|63|63|869|1008|0.9|1|-|-
None|SCHOOL, SY. NO 32 DHULAPALLY(V) QUTHBULLAPUR (M)MEDCHAL DISTRICT.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
4270|BOREWELL LOCATED AT HOUSE OF P. ANJANEYULU, PLOT NO,25, SHAKTHIPURAM, PRASHANTH NAGAR, I. E. KUKATPALLY,MEDCHAL DISTRICT|TELANGANA|31|31|7.4|7.9|2094|2147|-|-|14|16|2|2|27|34|1156|1374|0.7|1.2|-|-
4269|BOREWELL LOCATED AT HOUSE OF SRI P NEKATESH RAJU, PLOT NO 115,22 321, APIIC, CO- [PERATIVE CONONY, JEEDIMETLA, QUTHBULLAPUR(M) MEDCHAL DISTRICT|TELANGANA|32|32|7|7.5|2628|2791|-|-|7.5|12|2|2|48|63|1568|1758|1.2|1.2|-|-
4268|BOREWELL LOCATED AT HOUSE OF SRI VITAL RAO, H.NO. 2-42 875, ABESTOS COLONY, GANDHI NAGAR, BALANAGAR, MEDCHALDISTRICT|TELANGANA|30|30|8.2|8.4|956|1131|-|-|12.5|16.8|2|2|38|43|530|651|1.1|1.1|-|-
4272|BOREWELL LOCATED AT RAHIV GRUHA KA;PA, AHMEDGUDA,AMBEDKAR NAGAR, KAPRA MEDCHAL DISTRICT.|TELANGANA|30|30|8.3|8.7|821|849|-|-|5|6.2|2|2|40|43|463|545|0.9|0.9|-|-
4273|BOREWELL LOCATED AT THANDA DUNDIGAL (V) DHUNDIGAL (M) MEDCHALDISTRICT|TELANGANA|32|32|7.4|7.8|1549|2930|-|-|12.2|14.7|2|2|46|47|860|1561|0.7|1|-|-
4276|BOREWELL NEAR GRAM PANCHAYAT OFFICE, KHAZIPALLY VILLAGE,SANGAREDDY DISTRIST|TELANGANA|28|34|6.9|7|1835|2137|-|-|18|19|-|-|-|-|1105|1218|0.3|0.4|0.01|0.01
4262|BOREWELL NEAR GRAMPANCHYAT OFFICE, KISTAIPALLY VILLAGE JINNARM MANDAL, SANGAREDDYDISTRICT|TELANGANA|26|33|6.7|6.8|1976|2202|-|-|18|21|-|-|-|-|1128|1360|0.4|0.5|0.01|0.01
4263|BOREWELL NEAR MPP SCHOOL GADDAPOTHARAM VILLAGE, JINNARAM MANDAL,SANGAREDDY DISTRICT|TELANGANA|26|33|6.5|6.6|3165|4270|-|-|23|27|-|-|-|-|1720|2498|0.4|0.4|0.01|0.01
4266|BOREWELL NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY(N) SADASHIVANAGAR (M) KAMAREDDY DIST|TELANGANA|25|25|6.8|7.2|840|953|-|-|10|12|-|-|-|-|490|596|0.5|0.5|0.01|0.01
4274|BOREWELL POINTS AT THE PERIPHERY OF THE IDA,JEEDIMETLA|TELANGANA|29|29|7.5|7.8|986|1962|-|-|10|14.2|2|2|33|33|555|1092|0.6|0.8|-|-
4275|BOREWELL POINTS AT THE PERIPHERY OF THE ISABALANAGAR|TELANGANA|28|28|7.5|8.2|2005|2364|-|-|27|32.8|2|2|41|43|1284|1489|1.2|1.3|-|-
1793|O/W - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) ,RAMAGUNDAM , KARIMNAGAR|TELANGANA|30|30|7.8|8.3|1652|1955|-|-|0.8|1.2|2|2|4|6|914|1088|1|1.2|-|-
15|WELL AT KUYYURA|TELANGANA|27|27|8.2|8.3|401|624|-|-|0.3|0.3|2|2|2|2|222|356|0.7|0.7|-|-
27|WELL AT PEDDAVOORA|TELANGANA|22|25|6.6|7.5|1065|1350|-|-|5|6|-|-|-|-|550|792|0.3|0.3|0.01|0.01
16|WELL AT TADAVAI A.P.|TELANGANA|28|28|7.9|8|784|1064|-|-|13.4|14|2|2|33|34|502|680|0.6|0.6|-|-
1732|A.D.NAGAR, AGARTALA,TRIPURA|TRIPURA|22|26.5|5.9|6|108|121|1|1|0.3|0.3|2|2|2|2|60|66|0.2|0.2|-|-
1734|GANDHIGRAM, AGARTALA,TRIPURA|TRIPURA|21.5|26.5|5.7|5.8|109|113|1|1|0.3|0.3|2|2|2|2|62|64|0.2|0.2|-|-
1730|KUNJBAN, AGARTALA, TRIPURA|TRIPURA|22|26.5|6.3|6.6|108|115|1|1|0.3|0.3|2|2|2|2|64|68|0.2|0.2|-|-
1731|LANKAMURA, TRIPURA|TRIPURA|25|26.5|6|6.1|109|935|1|1|0.3|0.3|2|2|2|2|60|62|0.2|0.2|-|-
1733|SHIBNAGAR, AGARTALA,TRIPURA|TRIPURA|22|26.5|5.8|5.9|113|119|1|1|0.3|0.3|2|2|2|2|62|64|0.2|0.2|-|-
4205|TUBE WELL AT AMAR SAGAR,UDAIPUR|TRIPURA|23|26|5.5|5.7|106|108|1|1|0.3|0.3|2|2|2|2|58|58|0.2|0.2|-|-
4204|TUBE WELL AT AMARPUR|TRIPURA|22.5|25.5|5.4|5.5|106|118|1|1|0.3|0.3|2|2|2|2|56|66|0.2|0.2|-|-
4210|TUBE WELL AT AMBASSA|TRIPURA|22|25|5.4|5.6|92|99|1|1|0.3|0.3|2|2|2|2|50|58|0.2|0.2|-|-
4188|TUBE WELL AT ARUNDHATINAGAR|TRIPURA|23|26|6|6.2|95|108|1|1|0.3|0.3|2|2|2|2|54|58|0.2|0.2|-|-
3426|TUBE WELL AT B.C.MANU,SOUTH TRIPURA|TRIPURA|23|25.5|5.4|5.6|88|93|1|1|0.3|0.3|2|2|2|2|46|50|0.2|0.2|-|-
4187|TUBE WELL AT BADHARGHAT|TRIPURA|23.5|26.5|5.9|6|119|128|1|1|0.3|0.3|2|2|2|2|62|68|0.2|0.2|-|-
3428|TUBE WELL AT BAGAFA, SOUTHTRIPURA|TRIPURA|23|25.5|5.3|5.3|89|96|1|1|0.3|0.3|2|2|2|2|52|56|0.2|0.2|-|-
4209|TUBE WELL AT BELONIA|TRIPURA|23|26.5|5.5|5.7|109|116|1|1|0.3|0.3|2|2|2|2|62|66|0.2|0.2|-|-
4200|TUBE WELL AT BISHALGARH|TRIPURA|23|26|5.6|5.8|93|95|1|1|0.3|0.3|2|2|2|2|56|56|0.2|0.2|-|-
4636|TUBE WELL AT BISHALGARH|TRIPURA|23|26|6.2|6.3|89|99|1|1|0.3|0.3|2|2|2|2|50|56|0.2|0.2|-|-
4202|TUBE WELL AT BISHRAMGANJ|TRIPURA|23|26|5.5|5.5|110|122|1|1|0.3|0.3|2|2|2|2|62|68|0.2|0.2|-|-
3425|TUBE WELL AT BODHJUNGNAGAR, WEST TRIPURA|TRIPURA|23|26.5|5.5|6|93|109|1|1|0.3|0.3|2|2|2|2|52|62|0.2|0.2|-|-
4651|TUBE WELL AT CHAKMAGHAT, TELIAMURA|TRIPURA|23|25.5|6.4|6.9|89|102|1|1|0.3|0.3|2|2|2|2|48|58|0.2|0.2|-|-
4638|TUBE WELL AT CHAMPAKNAGAR|TRIPURA|23|25.5|6.4|6.5|89|96|1|1|0.3|0.3|2|2|2|2|50|52|0.2|0.2|-|-
4212|TUBE WELL AT CHAWMANU|TRIPURA|25|25|5.3|5.3|96|96|1|1|0.3|0.3|2|2|2|2|52|52|0.2|0.2|-|-
3432|TUBE WELL AT CHURAIBARI (INTERSTATE BOUNDRY), NORTH TRIPURA|TRIPURA|22|25.5|5.5|5.9|94|110|1|1|0.3|0.3|2|2|2|2|56|68|0.2|0.2|-|-
4216|TUBE WELL AT DAMCHERRA|TRIPURA|22|25|5.4|5.6|92|98|1|1|0.3|0.3|2|2|2|2|50|56|0.2|0.2|-|-
4190|TUBE WELL AT DEBENDRACHANDRA NAGAR|TRIPURA|23|25.5|5.5|5.7|95|100|1|1|0.3|0.37|2|2|2|2|58|62|0.2|0.2|-|-
4206|TUBE WELL AT DHANI SAGAR,UDAIPUR|TRIPURA|23.5|26|5.3|5.4|109|112|1|1|0.3|0.3|2|2|2|2|58|62|0.2|0.2|-|-
4215|TUBE WELL AT DHARMANAGAR|TRIPURA|23|25.5|5.6|5.7|119|126|1|1|0.3|0.3|2|2|2|2|68|72|0.2|0.2|-|-
4186|TUBE WELL AT DOKLI|TRIPURA|23.5|26|5.6|5.8|121|129|1|1|0.3|0.3|2|2|2|2|64|68|0.2|0.2|-|-
3435|TUBE WELL AT GOUR NAGAR, NORTH TRIPURA|TRIPURA|21.5|25|5.9|6.1|96|106|1|1|0.3|0.3|2|2|2|2|52|58|0.2|0.2|-|-
3423|TUBE WELL AT HAPANIA, WESTTRIPURA|TRIPURA|23|26.5|6.1|6.2|74|94|1|1|0.3|0.3|2|2|2|2|42|54|0.2|0.2|-|-
3430|TUBE WELL AT JAWAHANAGAR,DHALAI|TRIPURA|23|25|5.9|6|82|99|1|1|0.3|0.3|2|2|2|2|48|62|0.2|0.2|-|-
4185|TUBE WELL AT JIRANIA|TRIPURA|23|26|5.5|5.8|118|119|1|1|0.3|0.3|2|2|2|2|66|68|0.2|0.2|-|-
4208|TUBE WELL AT JOLAIBARI|TRIPURA|23|26|5.3|5.7|99|118|1|1|0.3|0.3|2|2|2|2|52|68|0.2|0.2|-|-
3436|TUBE WELL AT KAILASHAHAR,NORTH TRIPURA|TRIPURA|22|25.5|5.7|5.9|98|101|1|1|0.3|0.3|2|2|2|2|52|56|0.2|0.2|-|-
4648|TUBE WELL AT KALADEPHAMANU|TRIPURA|23|26|7.1|7.2|96|106|1|1|0.3|0.3|2|2|2|2|54|60|0.2|0.2|-|-
4211|TUBE WELL AT KAMALPUR|TRIPURA|23|25|6|6.2|108|119|1|1|0.3|0.3|2|2|2|2|60|66|0.2|0.2|-|-
3433|TUBE WELL AT KAMESWAR,INDUSTRIAL ESTATE AREA, NORTH TRIPURA|TRIPURA|22.5|25.5|5.8|7|106|119|1|1|0.3|0.3|2|2|2|2|58|70|0.2|0.2|-|-
